lsgi_code_ward_number,lsgi_code,lsgi_name,ward_number,ward_name,elected_representative,district,lsgi_type,winning_party,winning_front,votes,year
B07065_2,B07065,Koovapady,2,Kodanad,P. V. Sunil,Ernakulam,Block Panchayat,INC,UDF,3263,2025
B07065_3,B07065,Koovapady,3,Krariyely,Sreeja Shijo,Ernakulam,Block Panchayat,CPI(M),LDF,3296,2025
B07065_4,B07065,Koovapady,4,Vengoor,Roy  Varghese Puthusseri,Ernakulam,Block Panchayat,INC,UDF,3539,2025
B07065_5,B07065,Koovapady,5,Asamannoor,K.P. Varghese,Ernakulam,Block Panchayat,INC,UDF,3239,2025
B07065_6,B07065,Koovapady,6,Methala,Preetha Suku,Ernakulam,Block Panchayat,INC,UDF,3964,2025
B07065_7,B07065,Koovapady,7,Keezhillam,Eldo Mathew,Ernakulam,Block Panchayat,INC,UDF,3759,2025
B07065_8,B07065,Koovapady,8,Pulluvazhi,Mathews,Ernakulam,Block Panchayat,INC,UDF,4020,2025
B07065_9,B07065,Koovapady,9,Rayamangalam,Jaiby Saji,Ernakulam,Block Panchayat,INC,UDF,3196,2025
B07065_10,B07065,Koovapady,10,Mudakkuzha,Shoja Roy,Ernakulam,Block Panchayat,INC,UDF,3505,2025
B07065_11,B07065,Koovapady,11,Elambakappilly,Mini Babu,Ernakulam,Block Panchayat,INC,UDF,2881,2025
B07065_12,B07065,Koovapady,12,Koovappady,Anumol Abeesh,Ernakulam,Block Panchayat,INC,UDF,2863,2025
B07065_13,B07065,Koovapady,13,Thottuva,Joshi C. Paul,Ernakulam,Block Panchayat,INC,UDF,3402,2025
B07065_14,B07065,Koovapady,14,Okkal,Amrutha Sajin,Ernakulam,Block Panchayat,INC,UDF,3003,2025
B07072_1,B07072,Kothamangalam,1,Kottapady,C. M. Baby,Ernakulam,Block Panchayat,KC(Jacob),UDF,4348,2025
B07072_2,B07072,Kothamangalam,2,Bhuthathankettu,Jessy Saju Punnackal,Ernakulam,Block Panchayat,INC,UDF,3110,2025
B07072_3,B07072,Kothamangalam,3,Edamalayar,Bincy Mohanan,Ernakulam,Block Panchayat,INC,UDF,3561,2025
B07072_4,B07072,Kothamangalam,4,Kuttampuzha,Chinju P. Abraham,Ernakulam,Block Panchayat,INC,UDF,4122,2025
B07072_5,B07072,Kothamangalam,5,Keerampara,Ranikutty George,Ernakulam,Block Panchayat,KC,UDF,4605,2025
B07072_6,B07072,Kothamangalam,6,Kavalangad,Mekha Shibu,Ernakulam,Block Panchayat,INC,UDF,3617,2025
B07072_7,B07072,Kothamangalam,7,Neriamangalam,Priyanka Tomy,Ernakulam,Block Panchayat,INC,UDF,3084,2025
B07072_8,B07072,Kothamangalam,8,Nellimattom,P M Sidhick,Ernakulam,Block Panchayat,INC,UDF,4030,2025
B07072_9,B07072,Kothamangalam,9,Paingottoor,Cijo John,Ernakulam,Block Panchayat,INC,UDF,3578,2025
B07072_10,B07072,Kothamangalam,10,Pothanicad,Jacob Varghees,Ernakulam,Block Panchayat,INC,UDF,4646,2025
B07072_11,B07072,Kothamangalam,11,Pallarimangalam,Rajesh Kunjumon,Ernakulam,Block Panchayat,IUML,UDF,6182,2025
B07072_12,B07072,Kothamangalam,12,Varappetty,Ajas E. M,Ernakulam,Block Panchayat,CPI(M),LDF,4753,2025
B07072_13,B07072,Kothamangalam,13,Cheruvattoor,Vrindakumari,Ernakulam,Block Panchayat,INC,UDF,4739,2025
B07072_14,B07072,Kothamangalam,14,Elambra,Renjini Ravi,Ernakulam,Block Panchayat,CPI(M),LDF,4107,2025
B07072_15,B07072,Kothamangalam,15,Pindimana,Vijoy (Binoy Pulinattu),Ernakulam,Block Panchayat,INC,UDF,3434,2025
B07072_16,B07072,Kothamangalam,16,Nellikkuzhi,Sreechithra Sreenivas,Ernakulam,Block Panchayat,CPI(M),LDF,3588,2025
B07070_1,B07070,Mulanthuruthy,1,Chottanikara,M. M. Jayan,Ernakulam,Block Panchayat,INC,UDF,3622,2025
B07070_2,B07070,Mulanthuruthy,2,Eruveli,A. J. George,Ernakulam,Block Panchayat,INC,UDF,3906,2025
B07070_3,B07070,Mulanthuruthy,3,Mulamthuruthy,K. A. Joshy,Ernakulam,Block Panchayat,CPI(M),LDF,3197,2025
B07070_4,B07070,Mulanthuruthy,4,Arakkunnam,Manju Mathew,Ernakulam,Block Panchayat,CPI,LDF,3347,2025
B07070_5,B07070,Mulanthuruthy,5,Maneed,Jaya Soman,Ernakulam,Block Panchayat,INC,UDF,4162,2025
B07070_6,B07070,Mulanthuruthy,6,Thirumarayoor,Benny K Poulose,Ernakulam,Block Panchayat,INC,UDF,3799,2025
B07070_7,B07070,Mulanthuruthy,7,Edakkattuvayal,Adv. Suchithra,Ernakulam,Block Panchayat,INC,UDF,4257,2025
B07070_8,B07070,Mulanthuruthy,8,Amballoor,Binu P.  J.,Ernakulam,Block Panchayat,INC,UDF,3805,2025
B07070_9,B07070,Mulanthuruthy,9,Kanjiramattom,C. R. Dileepkumar,Ernakulam,Block Panchayat,INC,UDF,3601,2025
B07070_10,B07070,Mulanthuruthy,10,Perumpilly,Manju,Ernakulam,Block Panchayat,INC,UDF,4234,2025
B07070_11,B07070,Mulanthuruthy,11,Poothoota,N. T. Rajendran,Ernakulam,Block Panchayat,INC,UDF,2948,2025
B07070_12,B07070,Mulanthuruthy,12,Ameda,Reshma P. P.,Ernakulam,Block Panchayat,INC,UDF,2617,2025
B07070_13,B07070,Mulanthuruthy,13,Therekkal,Nisha Babu,Ernakulam,Block Panchayat,INC,UDF,2904,2025
B07070_14,B07070,Mulanthuruthy,14,Udayamperoor,Merli James,Ernakulam,Block Panchayat,INC,UDF,2438,2025
B07075_1,B07075,Muvattupuzha,1,Thrikkalathoor,Muhammed Faizal,Ernakulam,Block Panchayat,INC,UDF,4272,2025
B07075_2,B07075,Muvattupuzha,2,Paipra,Neji Mytheen,Ernakulam,Block Panchayat,INC,UDF,4466,2025
B07075_3,B07075,Muvattupuzha,3,Mulavoor,Sulaikha (Sulaikha Makkar),Ernakulam,Block Panchayat,IUML,UDF,5253,2025
B07075_4,B07075,Muvattupuzha,4,Anchalppetty,Subhash,Ernakulam,Block Panchayat,INC,UDF,4063,2025
B07075_5,B07075,Muvattupuzha,5,Ayavana,Mercy (Mercy George),Ernakulam,Block Panchayat,INC,UDF,3496,2025
B07075_6,B07075,Muvattupuzha,6,Kalloorkkad,Lissy,Ernakulam,Block Panchayat,KC,UDF,3455,2025
B07075_7,B07075,Muvattupuzha,7,Manjalloor,John (John Kalambukattu),Ernakulam,Block Panchayat,KC,UDF,3432,2025
B07075_8,B07075,Muvattupuzha,8,Avoly,Jose,Ernakulam,Block Panchayat,INC,UDF,3114,2025
B07075_9,B07075,Muvattupuzha,9,Adoopparambu,Saheera (Saheera Majeed),Ernakulam,Block Panchayat,IND,OTH,4088,2025
B07075_10,B07075,Muvattupuzha,10,Panadappilly,Bindu ( Bindu George),Ernakulam,Block Panchayat,INC,UDF,3920,2025
B07075_11,B07075,Muvattupuzha,11,Arakkuzha,Jophy Antony,Ernakulam,Block Panchayat,INC,UDF,3861,2025
B07075_12,B07075,Muvattupuzha,12,Marady,Jayas (Jayas John),Ernakulam,Block Panchayat,INC,UDF,3260,2025
B07075_13,B07075,Muvattupuzha,13,Mekkadambu,Sabu John,Ernakulam,Block Panchayat,INC,UDF,3545,2025
B07075_14,B07075,Muvattupuzha,14,Valakom,Manoj (Manoj P K),Ernakulam,Block Panchayat,INC,UDF,4988,2025
B07069_1,B07069,Palluruthy,1,Kattiparambu,Joseph(N.J.Joy),Ernakulam,Block Panchayat,CPI(M),LDF,1322,2025
B07069_2,B07069,Palluruthy,2,Azheekkakam,Susan  Joseph,Ernakulam,Block Panchayat,INC,UDF,2410,2025
B07069_3,B07069,Palluruthy,3,Kumbalangi Water Tank,Sheela Xavier,Ernakulam,Block Panchayat,INC,UDF,2683,2025
B07069_4,B07069,Palluruthy,4,Kumbalam,Simy Joby,Ernakulam,Block Panchayat,INC,UDF,2328,2025
B07069_5,B07069,Palluruthy,5,Cheppanam,Adv.Afsal Nambyarath,Ernakulam,Block Panchayat,INC,UDF,2798,2025
B07069_6,B07069,Palluruthy,6,Panangad,Sherli George,Ernakulam,Block Panchayat,INC,UDF,2320,2025
B07069_7,B07069,Palluruthy,7,Perumana,Prema Bhargavan,Ernakulam,Block Panchayat,INC,UDF,2924,2025
B07069_8,B07069,Palluruthy,8,Pazhangad,Sheela Malatt,Ernakulam,Block Panchayat,INC,UDF,2264,2025
B07069_9,B07069,Palluruthy,9,Aanjilithara,P A Peter,Ernakulam,Block Panchayat,CPI(M),LDF,2238,2025
B07069_10,B07069,Palluruthy,10,Chellanam,Cleetus Punnakkal,Ernakulam,Block Panchayat,CPI,LDF,2350,2025
B07069_11,B07069,Palluruthy,11,Maruvakkadu,Shaji Thoppil,Ernakulam,Block Panchayat,INC,UDF,1762,2025
B07069_12,B07069,Palluruthy,12,Kandakkadavu,Jinu K Vincent,Ernakulam,Block Panchayat,INC,UDF,2337,2025
B07069_13,B07069,Palluruthy,13,Kannamali,Salim P K,Ernakulam,Block Panchayat,INC,UDF,1849,2025
B07069_14,B07069,Palluruthy,14,Cheriyakadavu,Jiji Babu,Ernakulam,Block Panchayat,INC,UDF,1589,2025
B07073_1,B07073,Pambakkuda,1,Ooramana,Mohandas,Ernakulam,Block Panchayat,KC(Jacob),UDF,1423,2025
B07073_2,B07073,Pambakkuda,2,Pampakkuda,Kunjumon Philip,Ernakulam,Block Panchayat,KC(Jacob),UDF,1430,2025
B07073_3,B07073,Pambakkuda,3,Mannathoor,Deepa  Aby,Ernakulam,Block Panchayat,IND,OTH,1930,2025
B07073_4,B07073,Pambakkuda,4,Moongamkunnu,Jessy,Ernakulam,Block Panchayat,INC,UDF,1640,2025
B07073_5,B07073,Pambakkuda,5,Palakkuzha,Jeboy Markose,Ernakulam,Block Panchayat,INC,UDF,2346,2025
B07073_6,B07073,Pambakkuda,6,Uppukandom,Snoby George,Ernakulam,Block Panchayat,INC,UDF,1899,2025
B07073_7,B07073,Pambakkuda,7,Thirumarady,Nevin George,Ernakulam,Block Panchayat,INC,UDF,2145,2025
B07073_8,B07073,Pambakkuda,8,Anthyal,Gini Jijoy Angadiathu,Ernakulam,Block Panchayat,INC,UDF,1976,2025
B07073_9,B07073,Pambakkuda,9,Elanji,Jincy Sajimon Vattappillil,Ernakulam,Block Panchayat,KC(M),LDF,1456,2025
B07073_10,B07073,Pambakkuda,10,Perumbadavam,Anto Augustine,Ernakulam,Block Panchayat,INC,UDF,1960,2025
B07073_11,B07073,Pambakkuda,11,Onakkoor,Gijo K Mani,Ernakulam,Block Panchayat,INC,UDF,1913,2025
B07073_12,B07073,Pambakkuda,12,Anchelpetty,Minimol Jacob,Ernakulam,Block Panchayat,KC(Jacob),UDF,1329,2025
B07073_13,B07073,Pambakkuda,13,Mamalassery,Smitha Eldose,Ernakulam,Block Panchayat,CPI,LDF,1788,2025
B07073_14,B07073,Pambakkuda,14,Ramamangalam,Jacob Philip (Balu),Ernakulam,Block Panchayat,INC,UDF,1491,2025
B07074_1,B07074,Parakkadavu,1,Thuruthoor,Smitha Joy,Ernakulam,Block Panchayat,INC,UDF,4407,2025
B07074_2,B07074,Parakkadavu,2,Kuthiyathodu,Jiji Simon,Ernakulam,Block Panchayat,INC,UDF,4095,2025
B07074_3,B07074,Parakkadavu,3,Parakkadavu,Sunil J Arakkalan,Ernakulam,Block Panchayat,INC,UDF,3845,2025
B07074_4,B07074,Parakkadavu,4,Puliyanam,E S Narayanan (Nanappan),Ernakulam,Block Panchayat,CPI(M),LDF,3701,2025
B07074_5,B07074,Parakkadavu,5,Kurumassery,E K Parvathy Teacher,Ernakulam,Block Panchayat,INC,UDF,4811,2025
B07074_6,B07074,Parakkadavu,6,Vappalassery,T A Chandran,Ernakulam,Block Panchayat,INC,UDF,3429,2025
B07074_7,B07074,Parakkadavu,7,Sreemoolanagaram West,M A Sageer,Ernakulam,Block Panchayat,CPI,LDF,3101,2025
B07074_8,B07074,Parakkadavu,8,Sreebhoothapuram,Darly Jimon,Ernakulam,Block Panchayat,INC,UDF,4179,2025
B07074_9,B07074,Parakkadavu,9,Chowara,Seba Muhammadali,Ernakulam,Block Panchayat,INC,UDF,3939,2025
B07074_10,B07074,Parakkadavu,10,Desom,Noushad Parappuram,Ernakulam,Block Panchayat,INC,UDF,3152,2025
B07074_11,B07074,Parakkadavu,11,Athani,Ambily Asokan,Ernakulam,Block Panchayat,INC,UDF,3549,2025
B07074_12,B07074,Parakkadavu,12,Chengamanad,Raji Antony,Ernakulam,Block Panchayat,INC,UDF,3303,2025
B07074_13,B07074,Parakkadavu,13,Kuttipuzha,Naufila Shameer,Ernakulam,Block Panchayat,CPI(M),LDF,3237,2025
B07074_14,B07074,Parakkadavu,14,Puthenvelikara,P K Ullasan,Ernakulam,Block Panchayat,INC,UDF,4215,2025
B07062_1,B07062,Paravur,1,Malyankara,Achuranjjan,Ernakulam,Block Panchayat,CPI(M),LDF,3439,2025
B07062_2,B07062,Paravur,2,Moothakunnam,Akhil B(Akhil Bavachan),Ernakulam,Block Panchayat,CPI(M),LDF,2953,2025
B07062_3,B07062,Paravur,3,Gothuruth,George(George Varghese),Ernakulam,Block Panchayat,INC,UDF,3412,2025
B07062_4,B07062,Paravur,4,Chendamangalam,Mani(Mani Teacher),Ernakulam,Block Panchayat,INC,UDF,4024,2025
B07062_5,B07062,Paravur,5,Kottayilkovilakom,Anoob (Adv.T.G.Anoop),Ernakulam,Block Panchayat,CPI(M),LDF,3059,2025
B07062_6,B07062,Paravur,6,Mannom,Manju(Manju Anilkumar),Ernakulam,Block Panchayat,INC,UDF,3288,2025
B07062_7,B07062,Paravur,7,Cheriyappilly,Lincy(Lincy Vincent),Ernakulam,Block Panchayat,CPI(M),LDF,3304,2025
B07062_8,B07062,Paravur,8,Koonammav,Jessi(Jessi Lalu),Ernakulam,Block Panchayat,INC,UDF,4568,2025
B07062_9,B07062,Paravur,9,Kottuvally,Jency(Jency Thomas),Ernakulam,Block Panchayat,CPI(M),LDF,2652,2025
B07062_10,B07062,Paravur,10,Chathanad,Mary  Lina( Lina Biju),Ernakulam,Block Panchayat,INC,UDF,3866,2025
B07062_11,B07062,Paravur,11,Kedamangalam,Padma Kumari,Ernakulam,Block Panchayat,INC,UDF,2814,2025
B07062_12,B07062,Paravur,12,Pallamthuruth,Usha (Usha Jayapalan),Ernakulam,Block Panchayat,INC,UDF,3501,2025
B07062_13,B07062,Paravur,13,Pattanam,Saijan (P.R.Saijan),Ernakulam,Block Panchayat,INC,UDF,3922,2025
B07062_14,B07062,Paravur,14,Thuruthipuram,Babu (T.K.Babu),Ernakulam,Block Panchayat,INC,UDF,3337,2025
B07071_1,B07071,Vadavukode,1,Pallikara,P.P.Abubaker,Ernakulam,Block Panchayat,INC,UDF,4070,2025
B07071_2,B07071,Vadavukode,2,Vembilly,Sabitha Abdul Rahman,Ernakulam,Block Panchayat,INC,UDF,3316,2025
B07071_3,B07071,Vadavukode,3,Pattimattom,Nirmala Siju,Ernakulam,Block Panchayat,INC,UDF,3548,2025
B07071_4,B07071,Vadavukode,4,Rubber Park,Amritha Sanoop,Ernakulam,Block Panchayat,CPI(M),LDF,2413,2025
B07071_5,B07071,Vadavukode,5,Irapuram,Babitha Eldho,Ernakulam,Block Panchayat,T20,OTH,2823,2025
B07071_6,B07071,Vadavukode,6,Mazhuvannoor,Bincy Baiju,Ernakulam,Block Panchayat,T20,OTH,2825,2025
B07071_7,B07071,Vadavukode,7,Kadayiruppu,Jincy Jinu,Ernakulam,Block Panchayat,T20,OTH,3179,2025
B07071_8,B07071,Vadavukode,8,Pancode,P.T.Aippu,Ernakulam,Block Panchayat,T20,OTH,3715,2025
B07071_9,B07071,Vadavukode,9,Kolenchery,John P.V.,Ernakulam,Block Panchayat,INC,UDF,2778,2025
B07071_10,B07071,Vadavukode,10,Poothrikka,Adv.Biju K. George,Ernakulam,Block Panchayat,INC,UDF,2826,2025
B07071_11,B07071,Vadavukode,11,Thiruvaniyoor,Sherin C.Paul,Ernakulam,Block Panchayat,CPI(M),LDF,2967,2025
B07071_12,B07071,Vadavukode,12,Mattakuzhi,C.K.Jayan (Wilson),Ernakulam,Block Panchayat,CPI(M),LDF,2739,2025
B07071_13,B07071,Vadavukode,13,Puthencruz,P.K.Indu,Ernakulam,Block Panchayat,CPI(M),LDF,2975,2025
B07071_14,B07071,Vadavukode,14,Ambalamedu,C.M.Joy,Ernakulam,Block Panchayat,CPI,LDF,3135,2025
B07066_1,B07066,Vazhakulam,1,Erumathala,Johny Christopher,Ernakulam,Block Panchayat,INC,UDF,3377,2025
B07066_2,B07066,Vazhakulam,2,Kuttamassery,Al Ameen Ashraf,Ernakulam,Block Panchayat,INC,UDF,3948,2025
B07066_3,B07066,Vazhakulam,3,Keezhmadu,Licy Sebastian,Ernakulam,Block Panchayat,INC,UDF,3628,2025
B07066_4,B07066,Vazhakulam,4,Marampilly,Shajitha Noushad,Ernakulam,Block Panchayat,IUML,UDF,4987,2025
B07066_5,B07066,Vazhakulam,5,Mudickal,Koulath Marakkar,Ernakulam,Block Panchayat,INC,UDF,5329,2025
B07066_6,B07066,Vazhakulam,6,South Vazhakkulam,Aseena Teacher,Ernakulam,Block Panchayat,IND,OTH,4074,2025
B07066_7,B07066,Vazhakulam,7,Ponjassery,Aneesa Ismayil,Ernakulam,Block Panchayat,INC,UDF,6007,2025
B07066_8,B07066,Vazhakulam,8,Nedumthode,Adv Farhath  Suhail,Ernakulam,Block Panchayat,IUML,UDF,3940,2025
B07066_9,B07066,Vazhakulam,9,Vengola,Giby Elias,Ernakulam,Block Panchayat,T20,OTH,3087,2025
B07066_10,B07066,Vazhakulam,10,Chelakkulam,Haseena Sidhiq,Ernakulam,Block Panchayat,INC,UDF,3463,2025
B07066_11,B07066,Vazhakulam,11,Kizhakkambalam,Mariamma John,Ernakulam,Block Panchayat,T20,OTH,5431,2025
B07066_12,B07066,Vazhakulam,12,Pukkattupady,Asma P.M,Ernakulam,Block Panchayat,T20,OTH,5616,2025
B07066_13,B07066,Vazhakulam,13,Gandhinagar,Adv Sananthakumar C K,Ernakulam,Block Panchayat,IUML,UDF,6459,2025
B07066_14,B07066,Vazhakulam,14,Edathala,Miva Jolly,Ernakulam,Block Panchayat,INC,UDF,5114,2025
B07066_15,B07066,Vazhakulam,15,Nochima,Raji Santhosh,Ernakulam,Block Panchayat,INC,UDF,5552,2025
B07066_16,B07066,Vazhakulam,16,Choornikkara,M M Aksar,Ernakulam,Block Panchayat,IUML,UDF,4616,2025
B07066_17,B07066,Vazhakulam,17,Asokapuram,Muhammed Shefeek K.S,Ernakulam,Block Panchayat,INC,UDF,4187,2025
B07068_1,B07068,Vypin,1,Munambam,Shenny.C.T,Ernakulam,Block Panchayat,CPI(M),LDF,2708,2025
B07068_2,B07068,Vypin,2,Pallippuram,Deepa,Ernakulam,Block Panchayat,INC,UDF,2597,2025
B07068_3,B07068,Vypin,3,Cherai East,Joshi,Ernakulam,Block Panchayat,CPI(M),LDF,2746,2025
B07068_4,B07068,Vypin,4,Ayyampilly East,Binu Thomas,Ernakulam,Block Panchayat,CPI(M),LDF,2674,2025
B07068_5,B07068,Vypin,5,Edavanakkad East,Harida,Ernakulam,Block Panchayat,CPI(M),LDF,2520,2025
B07068_6,B07068,Vypin,6,Nayarambalam East,Justin,Ernakulam,Block Panchayat,INC,UDF,2509,2025
B07068_7,B07068,Vypin,7,Njarakkal East,Elisabath,Ernakulam,Block Panchayat,INC,UDF,2281,2025
B07068_8,B07068,Vypin,8,Appangad,Shaija,Ernakulam,Block Panchayat,INC,UDF,2740,2025
B07068_9,B07068,Vypin,9,Njarakkal West,Bimal Babu,Ernakulam,Block Panchayat,INC,UDF,1817,2025
B07068_10,B07068,Vypin,10,Nayarambalam West,Neethu,Ernakulam,Block Panchayat,INC,UDF,2486,2025
B07068_11,B07068,Vypin,11,Edavanakkad West,Manaf,Ernakulam,Block Panchayat,CPI,LDF,2559,2025
B07068_12,B07068,Vypin,12,Kuzhuppilly,Sulekha,Ernakulam,Block Panchayat,CPI(M),LDF,2508,2025
B07068_13,B07068,Vypin,13,Ayyampilly West,Sooraj N S,Ernakulam,Block Panchayat,CPI(M),LDF,2305,2025
B07068_14,B07068,Vypin,14,Cherai Beach,Radhika,Ernakulam,Block Panchayat,CPI(M),LDF,3168,2025
B06054_1,B06054,Adimali,1,Valara,Usha Ramakrishnan,Idukki,Block Panchayat,INC,UDF,3612,2025
B06054_2,B06054,Adimali,2,Machiplavu,Anil Kanakan,Idukki,Block Panchayat,INC,UDF,3207,2025
B06054_3,B06054,Adimali,3,Kallar,Maxin Antony,Idukki,Block Panchayat,INC,UDF,3146,2025
B06054_4,B06054,Adimali,4,Chenkulam,Sherly George,Idukki,Block Panchayat,INC,UDF,2684,2025
B06054_5,B06054,Adimali,5,Pallivasal,Thejas K Jose,Idukki,Block Panchayat,CPI(M),LDF,2396,2025
B06054_6,B06054,Adimali,6,Bisonvalley,Rajamma Radhakrishnan,Idukki,Block Panchayat,CPI(M),LDF,2152,2025
B06054_7,B06054,Adimali,7,Tea Company,Ratheesh T M,Idukki,Block Panchayat,INC,UDF,3058,2025
B06054_8,B06054,Adimali,8,Anachal,Thulasibhai Krishnan,Idukki,Block Panchayat,INC,UDF,3068,2025
B06054_9,B06054,Adimali,9,Vellathooval,Sheeba Koshi,Idukki,Block Panchayat,INC,UDF,2692,2025
B06054_10,B06054,Adimali,10,Konnathady,Ambily Salilan,Idukki,Block Panchayat,INC,UDF,1980,2025
B06054_11,B06054,Adimali,11,Muniyara,Mohanan Nayar,Idukki,Block Panchayat,INC,UDF,2401,2025
B06054_12,B06054,Adimali,12,Kambilikandam,Babu K J Konnaykkal,Idukki,Block Panchayat,INC,UDF,2651,2025
B06054_13,B06054,Adimali,13,Erunnoorekkar,Mini Biju,Idukki,Block Panchayat,INC,UDF,3661,2025
B06054_14,B06054,Adimali,14,Deviyar,M A Ansari,Idukki,Block Panchayat,INC,UDF,3165,2025
B06061_1,B06061,Azhutha,1,Vagamon,Vilsamma Antony,Idukki,Block Panchayat,CPI,LDF,3276,2025
B06061_2,B06061,Azhutha,2,Elappara,Anitha Santhosh,Idukki,Block Panchayat,INC,UDF,3535,2025
B06061_3,B06061,Azhutha,3,Thengakkal,P. A. Abdul Rasheed,Idukki,Block Panchayat,INC,UDF,3302,2025
B06061_4,B06061,Azhutha,4,Chenkara,Binoy Kurian,Idukki,Block Panchayat,INC,UDF,4388,2025
B06061_5,B06061,Azhutha,5,Kumily,Bindhu Santhosh Panicker,Idukki,Block Panchayat,INC,UDF,3509,2025
B06061_6,B06061,Azhutha,6,Thekkady,Shameena K.B.,Idukki,Block Panchayat,INC,UDF,2495,2025
B06061_7,B06061,Azhutha,7,Springvalley,Vanitha Murugan,Idukki,Block Panchayat,INC,UDF,3724,2025
B06061_8,B06061,Azhutha,8,Vandiperiyar,Sheela Teacher,Idukki,Block Panchayat,CPI(M),LDF,3304,2025
B06061_9,B06061,Azhutha,9,Manjumala,Devi Easwaran,Idukki,Block Panchayat,CPI(M),LDF,3142,2025
B06061_10,B06061,Azhutha,10,Pattumala,G. Mahendran,Idukki,Block Panchayat,INC,UDF,3391,2025
B06061_11,B06061,Azhutha,11,Peermade,Nikson George,Idukki,Block Panchayat,INC,UDF,3225,2025
B06061_12,B06061,Azhutha,12,Amalagiri,Jeevamol  Teacher,Idukki,Block Panchayat,INC,UDF,3456,2025
B06061_13,B06061,Azhutha,13,Peruvanthanam,John P. Thomas,Idukki,Block Panchayat,INC,UDF,2844,2025
B06061_14,B06061,Azhutha,14,Kokkayar,Noushad Vembli,Idukki,Block Panchayat,INC,UDF,2652,2025
B06055_1,B06055,Devikulam,1,Marayoor,K P Rajan,Idukki,Block Panchayat,INC,UDF,2631,2025
B06055_2,B06055,Devikulam,2,Kovilkkadavu,Usha,Idukki,Block Panchayat,INC,UDF,3007,2025
B06055_3,B06055,Devikulam,3,Kanthalloor,Bhagyaraj,Idukki,Block Panchayat,INC,UDF,2167,2025
B06055_4,B06055,Devikulam,4,Vattavada,K Rajaram,Idukki,Block Panchayat,CPI(M),LDF,2935,2025
B06055_5,B06055,Devikulam,5,Mattuppetty,Kalavathi,Idukki,Block Panchayat,CPI,LDF,2715,2025
B06055_6,B06055,Devikulam,6,Chinnakkanal,Kauppusamy,Idukki,Block Panchayat,CPI,LDF,2996,2025
B06055_7,B06055,Devikulam,7,Pooppara,Savitha G,Idukki,Block Panchayat,CPI(M),LDF,3255,2025
B06055_8,B06055,Devikulam,8,Santhanpara,Aneesh T Krishnan,Idukki,Block Panchayat,CPI(M),LDF,3200,2025
B06055_9,B06055,Devikulam,9,Devikulam,Sunilkumar S,Idukki,Block Panchayat,CPI,LDF,3327,2025
B06055_10,B06055,Devikulam,10,Munnar,Reena. S,Idukki,Block Panchayat,CPI(M),LDF,2923,2025
B06055_11,B06055,Devikulam,11,Sivanmala,R Rajaram,Idukki,Block Panchayat,INC,UDF,2736,2025
B06055_12,B06055,Devikulam,12,Mankulam,Elsy Eldhose,Idukki,Block Panchayat,INC,UDF,3467,2025
B06055_13,B06055,Devikulam,13,Nallathanny,S Sudharani,Idukki,Block Panchayat,INC,UDF,2155,2025
B06055_14,B06055,Devikulam,14,Edamalakkudy,Rajeswary,Idukki,Block Panchayat,CPI,LDF,2088,2025
B06057_1,B06057,Elamdesom,1,Mullaringadu,Ravi K K Kochidakkunnel,Idukki,Block Panchayat,INC,UDF,2820,2025
B06057_2,B06057,Elamdesom,2,Vannappuram,Jainamma Jose,Idukki,Block Panchayat,INC,UDF,3346,2025
B06057_3,B06057,Elamdesom,3,Kaliyar,Sunny Kalappurackal,Idukki,Block Panchayat,KC,UDF,2573,2025
B06057_4,B06057,Elamdesom,4,Cheenikkuzhy,Akhilesh Damodaran,Idukki,Block Panchayat,INC,UDF,3014,2025
B06057_5,B06057,Elamdesom,5,Peringassery,Nisha Eldose,Idukki,Block Panchayat,INC,UDF,2839,2025
B06057_6,B06057,Elamdesom,6,Poomala,Justy Sabu,Idukki,Block Panchayat,KC,UDF,3481,2025
B06057_7,B06057,Elamdesom,7,Velliyamattom,Sherly Josekutty,Idukki,Block Panchayat,KC,UDF,1956,2025
B06057_8,B06057,Elamdesom,8,Kanjar,Raju Odakkal,Idukki,Block Panchayat,INC,UDF,2683,2025
B06057_9,B06057,Elamdesom,9,Kudayathoor,Suja Chandrasekharan,Idukki,Block Panchayat,CPI(M),LDF,2014,2025
B06057_10,B06057,Elamdesom,10,Alakode,Jancy Mathew Mundaykkal,Idukki,Block Panchayat,KC,UDF,3034,2025
B06057_11,B06057,Elamdesom,11,Karimannoor,Gouri Sukumaran,Idukki,Block Panchayat,INC,UDF,3490,2025
B06057_12,B06057,Elamdesom,12,Udumbannoor,Mathew K John,Idukki,Block Panchayat,INC,UDF,3394,2025
B06057_13,B06057,Elamdesom,13,Neyyassery,Lalu Joseph,Idukki,Block Panchayat,INC,UDF,2571,2025
B06057_14,B06057,Elamdesom,14,Kodikulam,Rajeev Bhaskaran,Idukki,Block Panchayat,KC,UDF,3347,2025
B06058_1,B06058,Idukki,1,Pazhayarikandom,Ajith Kumar,Idukki,Block Panchayat,INC,UDF,2695,2025
B06058_2,B06058,Idukki,2,Kanjikuzhy,Sandramol Jinni,Idukki,Block Panchayat,INC,UDF,3788,2025
B06058_3,B06058,Idukki,3,Churuli,Sona Treesa Joby,Idukki,Block Panchayat,INC,UDF,3137,2025
B06058_4,B06058,Idukki,4,Murickassery,Malavika Babu,Idukki,Block Panchayat,IND,OTH,2434,2025
